ReportYear,OrganisationCode,OrganisationName,CountryName,RegionName,SustainabilityAndTransformationPartnershipName,IntegratedCareBoardName,NeonatalNetworkName,Longitude,Latitude,TotalBirths,TotalStillbirths,CrudeStillbirthRate,CrudeStillbirthCategoryID,CrudeStillbirthCategoryName,StabilisedStillbirthRate,StabilisedStillbirthCategoryID,StabilisedStillbirthCategoryName,StabilisedStillbirthCI,TotalLiveBirths,TotalNeonatalDeaths,CrudeNeonatalDeathRate,CrudeNeonatalDeathCategoryID,CrudeNeonatalDeathCategoryName,StabilisedNeonatalDeathRate,StabilisedNeonatalDeathCategoryID,StabilisedNeonatalDeathCategoryName,StabilisedNeonatalDeathCI,TotalPerinatalDeaths,CrudePerinatalDeathRate,CrudePerinatalDeathCategoryID,CrudePerinatalDeathCategoryName,StabilisedPerinatalDeathRate,StabilisedPerinatalDeathCategoryID,StabilisedPerinatalDeathCategoryName,StabilisedPerinatalDeathCI,ComparatorGroupID,ComparatorGroupName,GroupAverageStillbirthRate,GroupAverageNeonatalDeathRate,GroupAveragePerinatalDeathRate
2023,61,Doncaster and Bassetlaw Hospitals NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.109256679,53.53074188,4475,-1,-1,0,Suppressed due to small numbers,2.82,4,Within 5%,2.12 to 3.79,4462,-1,-1,0,Suppressed due to small numbers,0.71,3,5 to 15% lower,0.43 to 1.15,14,3.13,3,5 to 15% lower,3.51,4,Within 5%,2.84 to 4.67,3,"4,000 or more births",2.81,0.79,3.6
2023,62,Dorset County Hospital NHS Foundation Trust,England,,,,Thames Valley and Wessex,-2.447125333,50.71346129,1486,-1,-1,0,Suppressed due to small numbers,2.32,4,Within 5%,1.40 to 3.48,1484,-1,-1,0,Suppressed due to small numbers,0.65,4,Within 5%,0.31 to 1.11,-1,-1,0,Suppressed due to small numbers,2.97,4,Within 5%,2.05 to 4.24,5,"Under 2,000 births",2.39,0.68,3.06
2023,66,East and North Hertfordshire NHS Trust,England,,,,East of England,-0.212726073,51.92461065,4712,-1,-1,0,Suppressed due to small numbers,2.63,3,5 to 15% lower,1.78 to 3.46,4704,-1,-1,0,Suppressed due to small numbers,0.73,3,5 to 15% lower,0.45 to 1.16,9,1.91,2,Over 15% lower,3.36,3,5 to 15% lower,2.59 to 4.40,3,"4,000 or more births",2.81,0.79,3.6
2023,67,East Cheshire NHS Trust,England,,,,North West,-2.141583841,53.26225793,588,-1,-1,0,Suppressed due to small numbers,2.41,4,Within 5%,1.54 to 3.64,586,-1,-1,0,Suppressed due to small numbers,0.7,4,Within 5%,0.35 to 1.23,3,5.1,5,Over 5% higher,3.1,4,Within 5%,2.23 to 4.68,5,"Under 2,000 births",2.39,0.68,3.06
2023,68,East Kent Hospitals University NHS Foundation Trust,England,,,,"Kent, Surrey and Sussex",1.389384459,51.37805301,5688,7,1.23,2,Over 15% lower,2.89,3,5 to 15% lower,1.58 to 3.82,5681,7,1.23,3,5 to 15% lower,1.43,5,Over 5% higher,0.98 to 2.12,14,2.46,2,Over 15% lower,4.29,3,5 to 15% lower,2.97 to 5.61,2,Level 3 NICU,3.33,1.35,4.67
2023,69,East Lancashire Hospitals NHS Trust,England,,,,North West,-2.22816413,53.80982996,5770,17,2.95,3,5 to 15% lower,3.16,3,5 to 15% lower,2.27 to 4.06,5753,5,0.87,2,Over 15% lower,1.24,3,5 to 15% lower,0.80 to 1.86,22,3.81,2,Over 15% lower,4.4,3,5 to 15% lower,3.45 to 5.61,2,Level 3 NICU,3.33,1.35,4.67
2023,97,East Suffolk and North Essex NHS Foundation Trust,England,,,,East of England,1.196346083,52.06001244,6433,-1,-1,0,Suppressed due to small numbers,2.89,4,Within 5%,2.27 to 4.12,6414,-1,-1,0,Suppressed due to small numbers,0.69,3,5 to 15% lower,0.42 to 1.11,20,3.11,3,5 to 15% lower,3.57,4,Within 5%,2.97 to 5.01,3,"4,000 or more births",2.81,0.79,3.6
2023,73,East Sussex Healthcare NHS Trust,England,,,,"Kent, Surrey and Sussex",0.567707879,50.88537304,2724,10,3.67,5,Over 5% higher,2.83,4,Within 5%,2.07 to 4.47,2714,3,1.11,5,Over 5% higher,0.72,4,Within 5%,0.46 to 1.12,13,4.77,5,Over 5% higher,3.54,4,Within 5%,2.82 to 5.35,4,"2,000-3,999 births",2.71,0.69,3.39
2023,74,Epsom and St Helier University Hospitals NHS Trust,England,,,,London,-0.273407437,51.32502613,3696,15,4.06,5,Over 5% higher,2.94,5,Over 5% higher,2.26 to 4.66,3681,3,0.81,5,Over 5% higher,0.72,4,Within 5%,0.44 to 1.09,18,4.87,5,Over 5% higher,3.65,5,Over 5% higher,2.96 to 5.58,4,"2,000-3,999 births",2.71,0.69,3.39
2023,75,Frimley Health NHS Foundation Trust,England,,,,Thames Valley and Wessex,-0.741555048,51.31967019,9179,28,3.05,5,Over 5% higher,2.86,4,Within 5%,2.31 to 3.92,9151,7,0.76,4,Within 5%,0.83,5,Over 5% higher,0.57 to 1.31,35,3.81,5,Over 5% higher,3.69,4,Within 5%,3.13 to 4.98,3,"4,000 or more births",2.81,0.79,3.6
2023,76,Gateshead Health NHS Foundation Trust,England,,,,Northern,-1.581051286,54.93889572,1815,3,1.65,2,Over 15% lower,2.31,4,Within 5%,1.33 to 3.34,1812,3,1.66,5,Over 5% higher,0.74,5,Over 5% higher,0.41 to 1.39,6,3.31,5,Over 5% higher,3.04,4,Within 5%,2.07 to 4.45,5,"Under 2,000 births",2.39,0.68,3.06
2023,77,George Eliot Hospital NHS Trust,England,,,,West Midlands,-1.475130691,52.5119994,2095,-1,-1,0,Suppressed due to small numbers,2.6,4,Within 5%,1.74 to 3.48,2092,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.44 to 1.04,4,1.91,2,Over 15% lower,3.28,4,Within 5%,2.45 to 4.35,4,"2,000-3,999 births",2.71,0.69,3.39
2023,78,Gloucestershire Hospitals NHS Foundation Trust,England,,,,South West,-2.23388668,51.8660876,5482,13,2.37,2,Over 15% lower,2.73,4,Within 5%,2.04 to 3.62,5469,6,1.1,5,Over 5% higher,0.84,5,Over 5% higher,0.55 to 1.41,19,3.47,4,Within 5%,3.57,4,Within 5%,2.96 to 4.76,3,"4,000 or more births",2.81,0.79,3.6
2023,81,Great Western Hospitals NHS Foundation Trust,England,,,,South West,-1.727692548,51.53816086,3745,-1,-1,0,Suppressed due to small numbers,2.75,4,Within 5%,2.09 to 3.78,3734,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.42 to 1.07,13,3.47,4,Within 5%,3.42,4,Within 5%,2.82 to 4.69,4,"2,000-3,999 births",2.71,0.69,3.39
2023,83,Guy's and St Thomas' NHS Foundation Trust,England,,,,London,-0.119670704,51.49790787,6438,15,2.33,2,Over 15% lower,2.77,3,5 to 15% lower,1.91 to 3.65,6423,7,1.09,2,Over 15% lower,1.36,4,Within 5%,0.95 to 1.91,22,3.42,2,Over 15% lower,4.12,3,5 to 15% lower,3.29 to 5.42,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,84,Hampshire Hospitals NHS Foundation Trust,England,,,,Thames Valley and Wessex,-1.330958692,51.06137496,4505,8,1.78,2,Over 15% lower,2.67,4,Within 5%,1.95 to 3.62,4497,3,0.67,2,Over 15% lower,0.8,4,Within 5%,0.52 to 1.28,11,2.44,2,Over 15% lower,3.46,4,Within 5%,2.77 to 4.84,3,"4,000 or more births",2.81,0.79,3.6
2023,85,Harrogate and District NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.517832889,53.99379865,1673,-1,-1,0,Suppressed due to small numbers,2.4,4,Within 5%,1.45 to 3.93,1669,-1,-1,0,Suppressed due to small numbers,0.72,5,Over 5% higher,0.37 to 1.37,6,3.59,5,Over 5% higher,3.12,4,Within 5%,2.25 to 4.93,5,"Under 2,000 births",2.39,0.68,3.06
2023,91,Homerton Healthcare NHS Foundation Trust,England,,,,London,-0.046098772,51.55063377,5644,17,3.01,3,5 to 15% lower,3.18,4,Within 5%,2.27 to 4.10,5627,6,1.07,2,Over 15% lower,1.28,3,5 to 15% lower,0.86 to 1.83,23,4.08,3,5 to 15% lower,4.45,4,Within 5%,3.46 to 5.64,2,Level 3 NICU,3.33,1.35,4.67
2023,93,Hull University Teaching Hospitals NHS Trust,England,,,,Yorkshire & Humber,-0.358271255,53.74441185,4837,13,2.69,3,5 to 15% lower,3.11,4,Within 5%,2.36 to 4.28,4824,4,0.83,2,Over 15% lower,1.28,3,5 to 15% lower,0.81 to 1.85,17,3.51,2,Over 15% lower,4.33,4,Within 5%,3.52 to 5.73,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,95,Hywel Dda University Health Board,Wales,,,,Wales,-4.071296661,52.41603681,2934,-1,-1,0,Suppressed due to small numbers,2.85,5,Over 5% higher,2.10 to 4.66,2927,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.41 to 1.04,8,2.73,2,Over 15% lower,3.5,4,Within 5%,2.80 to 5.30,4,"2,000-3,999 births",2.71,0.69,3.39
2023,96,Imperial College Healthcare NHS Trust,England,,,,London,-0.236658408,51.51652304,9297,23,2.47,2,Over 15% lower,2.88,3,5 to 15% lower,1.84 to 3.92,9274,15,1.62,5,Over 5% higher,1.38,4,Within 5%,1.00 to 2.02,38,4.09,3,5 to 15% lower,4.26,3,5 to 15% lower,3.29 to 5.54,2,Level 3 NICU,3.33,1.35,4.67
2023,99,Isle of Wight NHS Trust,England,,,,Thames Valley and Wessex,-1.300887078,50.71110111,907,-1,-1,0,Suppressed due to small numbers,2.5,4,Within 5%,1.67 to 4.21,902,-1,-1,0,Suppressed due to small numbers,0.66,4,Within 5%,0.31 to 1.09,5,5.51,5,Over 5% higher,3.15,4,Within 5%,2.36 to 5.03,5,"Under 2,000 births",2.39,0.68,3.06
2023,100,James Paget University Hospitals NHS Foundation Trust,England,,,,East of England,1.717979928,52.56167214,1768,-1,-1,0,Suppressed due to small numbers,2.51,5,Over 5% higher,1.80 to 4.27,1760,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.32 to 1.13,9,5.09,5,Over 5% higher,3.16,4,Within 5%,2.45 to 4.99,5,"Under 2,000 births",2.39,0.68,3.06
2023,103,Kettering General Hospital NHS Foundation Trust,England,,,,East Midlands,-0.741293113,52.40278284,3180,13,4.09,5,Over 5% higher,2.89,5,Over 5% higher,2.26 to 4.44,3167,4,1.26,5,Over 5% higher,0.72,4,Within 5%,0.48 to 1.07,17,5.35,5,Over 5% higher,3.6,5,Over 5% higher,2.95 to 5.29,4,"2,000-3,999 births",2.71,0.69,3.39
2023,104,King's College Hospital NHS Foundation Trust,England,,,,London,-0.092305953,51.46835686,7519,23,3.06,4,Within 5%,3.03,4,Within 5%,2.38 to 4.02,7496,8,1.07,2,Over 15% lower,1.48,4,Within 5%,1.01 to 2.11,31,4.12,3,5 to 15% lower,4.49,4,Within 5%,3.77 to 5.82,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,105,Kingston Hospital NHS Foundation Trust,England,,,,London,-0.283089971,51.41428465,4645,7,1.51,2,Over 15% lower,2.61,3,5 to 15% lower,1.79 to 3.39,4638,3,0.65,2,Over 15% lower,0.81,4,Within 5%,0.50 to 1.34,10,2.15,2,Over 15% lower,3.4,3,5 to 15% lower,2.60 to 4.53,3,"4,000 or more births",2.81,0.79,3.6
2023,107,Lancashire Teaching Hospitals NHS Foundation Trust,England,,,,North West,-2.707403408,53.79134978,4103,13,3.17,4,Within 5%,3.33,4,Within 5%,2.41 to 4.29,4090,5,1.22,3,5 to 15% lower,1.38,4,Within 5%,0.89 to 1.98,18,4.39,3,5 to 15% lower,4.7,4,Within 5%,3.81 to 6.13,2,Level 3 NICU,3.33,1.35,4.67
2023,111,Lewisham and Greenwich NHS Trust,England,,,,London,-0.017050825,51.45432952,6602,23,3.48,5,Over 5% higher,2.81,4,Within 5%,2.20 to 3.80,6579,3,0.46,2,Over 15% lower,0.75,4,Within 5%,0.49 to 1.21,26,3.94,5,Over 5% higher,3.56,4,Within 5%,2.97 to 4.76,3,"4,000 or more births",2.81,0.79,3.6
2023,116,Liverpool Women's NHS Foundation Trust,England,,,,North West,-2.959982485,53.39827297,7213,18,2.5,2,Over 15% lower,2.94,4,Within 5%,2.19 to 3.77,7195,19,2.64,5,Over 5% higher,1.65,5,Over 5% higher,1.16 to 2.37,37,5.13,5,Over 5% higher,4.65,4,Within 5%,3.93 to 5.99,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,293,London North West University Healthcare NHS Trust,England,,,,London,-0.322481448,51.57509848,3723,-1,-1,0,Suppressed due to small numbers,2.52,3,5 to 15% lower,1.74 to 3.38,3715,-1,-1,0,Suppressed due to small numbers,0.62,3,5 to 15% lower,0.37 to 0.93,8,2.15,2,Over 15% lower,3.14,3,5 to 15% lower,2.38 to 4.17,4,"2,000-3,999 births",2.71,0.69,3.39
2023,119,Maidstone and Tunbridge Wells NHS Trust,England,,,,"Kent, Surrey and Sussex",0.307261977,51.14914926,5564,14,2.52,3,5 to 15% lower,2.82,4,Within 5%,2.18 to 3.89,5550,4,0.72,3,5 to 15% lower,0.79,4,Within 5%,0.52 to 1.20,18,3.24,3,5 to 15% lower,3.61,4,Within 5%,3.00 to 4.89,3,"4,000 or more births",2.81,0.79,3.6
2023,297,Manchester University NHS Foundation Trust,England,,,,North West,-2.224708374,53.46142608,16065,62,3.86,5,Over 5% higher,3.27,5,Over 5% higher,2.64 to 4.45,16003,12,0.75,2,Over 15% lower,1.17,2,Over 15% lower,0.74 to 1.72,74,4.61,4,Within 5%,4.46,4,Within 5%,3.78 to 5.95,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,98,Manx Care,Crown Dependencies,,,,,-4.503341675,54.16223899,623,-1,-1,0,Suppressed due to small numbers,2.4,4,Within 5%,1.56 to 3.79,621,-1,-1,0,Suppressed due to small numbers,0.66,4,Within 5%,0.32 to 1.12,-1,-1,0,Suppressed due to small numbers,3.05,4,Within 5%,2.22 to 4.55,5,"Under 2,000 births",2.39,0.68,3.06
2023,121,Medway NHS Foundation Trust,England,,,,"Kent, Surrey and Sussex",0.542217593,51.37826671,4528,17,3.75,5,Over 5% higher,3.46,4,Within 5%,2.60 to 4.57,4511,8,1.77,5,Over 5% higher,1.47,5,Over 5% higher,0.99 to 2.14,25,5.52,5,Over 5% higher,4.92,5,Over 5% higher,3.98 to 6.46,2,Level 3 NICU,3.33,1.35,4.67
2023,219,Mersey and West Lancashire Teaching Hospitals NHS Trust,England,,,,North West,-2.786013334,53.42081276,5743,12,2.09,2,Over 15% lower,2.68,4,Within 5%,2.02 to 3.60,5731,4,0.7,3,5 to 15% lower,0.79,4,Within 5%,0.51 to 1.28,16,2.79,2,Over 15% lower,3.47,4,Within 5%,2.83 to 4.59,3,"4,000 or more births",2.81,0.79,3.6
2023,214,Mid and South Essex NHS Foundation Trust,England,,,,East of England,0.689093366,51.55383564,11189,29,2.59,3,5 to 15% lower,3.02,5,Over 5% higher,2.37 to 4.21,11160,7,0.63,2,Over 15% lower,0.75,4,Within 5%,0.48 to 1.17,36,3.22,3,5 to 15% lower,3.74,4,Within 5%,3.09 to 5.13,3,"4,000 or more births",2.81,0.79,3.6
2023,123,Mid Cheshire Hospitals NHS Foundation Trust,England,,,,North West,-2.475863107,53.11768515,2907,11,3.78,5,Over 5% higher,2.86,5,Over 5% higher,2.13 to 4.39,2896,3,1.04,5,Over 5% higher,0.71,4,Within 5%,0.45 to 1.13,14,4.82,5,Over 5% higher,3.56,5,Over 5% higher,2.83 to 5.22,4,"2,000-3,999 births",2.71,0.69,3.39
2023,237,Mid Yorkshire Teaching NHS Trust,England,,,,Yorkshire & Humber,-1.651035523,53.70142312,5226,19,3.64,5,Over 5% higher,2.94,4,Within 5%,2.29 to 4.30,5207,5,0.96,5,Over 5% higher,0.78,4,Within 5%,0.53 to 1.29,24,4.59,5,Over 5% higher,3.71,4,Within 5%,3.05 to 5.17,3,"4,000 or more births",2.81,0.79,3.6
2023,126,Milton Keynes University Hospital NHS Foundation Trust,England,,,,Thames Valley and Wessex,-0.735795391,52.02638278,3719,-1,-1,0,Suppressed due to small numbers,2.81,4,Within 5%,2.17 to 4.04,3705,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.42 to 1.03,16,4.3,5,Over 5% higher,3.47,4,Within 5%,2.90 to 4.86,4,"2,000-3,999 births",2.71,0.69,3.39
2023,128,NHS Ayrshire & Arran,Scotland,,,,Scotland,-4.539408686,55.61393979,2801,8,2.86,5,Over 5% higher,2.74,4,Within 5%,1.97 to 3.89,2793,4,1.43,5,Over 5% higher,0.71,4,Within 5%,0.49 to 1.12,12,4.28,5,Over 5% higher,3.46,4,Within 5%,2.76 to 4.76,4,"2,000-3,999 births",2.71,0.69,3.39
2023,129,NHS Borders,Scotland,,,,Scotland,-2.741940858,55.59547849,816,-1,-1,0,Suppressed due to small numbers,2.37,4,Within 5%,1.42 to 3.64,815,-1,-1,0,Suppressed due to small numbers,0.7,4,Within 5%,0.34 to 1.23,-1,-1,0,Suppressed due to small numbers,3.07,4,Within 5%,2.13 to 4.65,5,"Under 2,000 births",2.39,0.68,3.06
